InvoiceNo,CustomerID,ProductID,Category,Country,InvoiceDate,Quantity,UnitPrice,DiscountPercent,LineTotal,PaymentMethod,CustomerAge,MembershipLevel
INV10962,1647,218,Sports,UK,2024-10-26,7,27.39,20,153.38,Cash,21,Standard
INV10963,1697,356,Home,Germany,2024-12-08,3,19.51,10,52.68,Bank Transfer,58,Gold
INV10964,1315,387,Books,France,2024-05-25,7,98.62,5,655.82,PayPal,47,Platinum
INV10965,1177,345,Electronics,Germany,2024-02-27,0,40.78,10,0.0,Card,24,Silver
INV10966,1539,362,Electronics,France,2024-10-06,9,7.8,15,59.67,Cash,39,Platinum
INV10967,1731,370,Books,Germany,2024-12-01,5,55.27,20,221.08,Bank Transfer,43,Standard
INV10968,1868,325,Books,France,2024-09-01,5,90.5,15,384.62,Bank Transfer,46,Gold
INV10969,1040,338,Home,UK,2024-12-06,7,79.01,15,470.11,PayPal,42,Silver
INV10970,1739,248,Books,Germany,2024-09-03,6,58.43,15,297.99,PayPal,27,Silver
INV10971,1703,312,Fashion,Spain,2024-11-04,7,96.87,15,576.38,Cash,37,Standard
INV10972,1922,237,Electronics,Spain,2024-05-07,8,83.75,5,636.5,PayPal,31,Standard
INV10973,1501,263,Books,UK,2024-02-28,3,36.11,0,108.33,PayPal,50,Gold
INV10974,1958,268,Sports,Spain,2024-05-13,6,99.97,0,599.82,Card,22,Silver
INV10975,1144,335,Sports,France,2024-12-13,2,52.68,5,100.09,Bank Transfer,62,Standard
INV10976,1200,361,Electronics,UK,2024-11-03,-2,62.6,10,-112.68,Bank Transfer,23,Silver
INV10977,1928,375,Fashion,France,2024-04-07,6,74.87,10,404.3,PayPal,39,Gold
INV10978,1723,315,Home,France,2024-03-17,7,29.18,10,183.83,Bank Transfer,34,Platinum
INV10979,1460,383,Electronics,France,2024-04-01,5,66.96,15,284.58,Bank Transfer,32,Standard
INV10980,1731,264,Electronics,Spain,2024-06-27,3,97.6,20,234.24,Cash,56,Gold
INV10981,1751,230,Home,Spain,2024-09-21,4,77.14,10,277.7,Bank Transfer,57,Platinum
INV10982,1924,331,Books,Spain,2024-10-30,8,58.61,10,421.99,PayPal,45,Gold
INV10983,1908,312,Books,UK,2024-01-14,2,50.91,5,96.73,Cash,19,Standard
INV10984,1557,308,Books,France,2024-02-07,4,83.58,20,267.46,Bank Transfer,35,Gold
INV10985,1546,377,Sports,Germany,2024-02-04,8,45.95,10,330.84,Bank Transfer,44,Silver
INV10986,1252,268,Sports,Germany,2024-09-08,4,76.6,5,291.08,Cash,38,Standard
INV10987,1389,357,Home,Spain,2024-07-15,5,57.93,0,289.65,Cash,40,Silver
INV10988,1593,319,Home,France,2024-06-16,1,26.86,5,25.52,Bank Transfer,24,Gold
INV10989,1882,287,Electronics,UK,2024-09-11,0,70.4,20,0.0,Card,69,Standard
INV10990,1255,386,Sports,France,2024-08-15,3,59.59,0,178.77,Card,65,Silver
INV10991,1708,266,Books,UK,2024-04-14,8,67.59,10,486.65,Bank Transfer,36,Silver
INV10992,1814,274,Sports,France,2024-08-12,9,42.79,20,308.09,Bank Transfer,26,Silver
INV10993,1920,244,Fashion,Germany,2024-07-25,5,32.35,0,161.75,Cash,29,Platinum
INV10994,1449,203,Books,UK,2024-02-25,5,64.35,10,289.58,Cash,63,Silver
INV10995,1009,353,Books,Germany,2024-06-21,6,21.39,0,128.34,Bank Transfer,47,Silver
INV10996,1823,354,Books,France,2024-11-04,5,28.5,10,128.25,Bank Transfer,24,Gold
INV10997,1797,373,Electronics,Spain,2024-01-18,4,32.27,10,116.17,Bank Transfer,19,Gold
INV10998,1241,306,Books,France,2024-08-05,9,7.14,10,57.83,Bank Transfer,34,Gold
INV10999,1250,391,Books,France,2024-10-27,3,65.71,20,157.7,Card,28,Gold
INV11000,1876,250,Books,Germany,2024-06-20,9,92.92,15,710.84,Cash,67,Platinum
INV11001,1004,249,Electronics,France,2024-03-16,2,10.97,20,17.55,PayPal,29,Gold
INV11002,1118,205,Books,UK,2024-06-03,1,81.41,0,81.41,Bank Transfer,20,Gold
INV11003,1800,258,Books,UK,2024-09-15,-2,97.84,15,-166.33,Bank Transfer,38,Gold
INV11004,1373,324,Books,Germany,2024-07-05,9,56.3,5,481.36,Bank Transfer,31,Silver
INV11005,1064,342,Sports,France,2024-05-04,3,2.04,20,4.9,PayPal,32,Platinum
INV11006,1145,229,Home,Spain,2024-11-22,-2,20.18,5,-38.34,Cash,68,Gold
INV11007,1223,369,Books,UK,2024-10-03,7,6.74,15,40.1,Cash,59,Silver
INV11008,1238,321,Books,Germany,2024-11-27,-1,27.82,20,-22.26,Bank Transfer,58,Standard
INV11009,1176,324,Fashion,Spain,2024-01-08,4,17.36,5,65.97,Bank Transfer,27,Platinum
INV11010,1778,236,Books,Spain,2024-01-25,6,53.93,20,258.86,Cash,69,Gold
INV11011,1852,369,Electronics,Germany,2024-10-19,4,11.3,10,40.68,PayPal,53,Silver
INV11012,1281,323,Books,France,2024-11-19,6,16.91,15,86.24,Bank Transfer,68,Standard
INV11013,1062,300,Electronics,Spain,2024-07-15,2,48.13,15,81.82,PayPal,27,Standard
INV11014,1216,234,Sports,France,2024-02-21,3,80.82,10,218.21,PayPal,34,Silver
INV11015,1853,286,Books,UK,2024-12-28,4,40.04,15,136.14,Cash,61,Silver
INV11016,1826,333,Sports,Spain,2024-01-15,-2,42.49,5,-80.73,Bank Transfer,42,Platinum
INV11017,1794,395,Books,UK,2024-11-04,7,60.18,10,379.13,Card,44,Silver
INV11018,1688,217,Electronics,Spain,2024-11-03,1,89.95,20,71.96,Cash,50,Gold
INV11019,1460,312,Fashion,Spain,2024-07-15,8,30.69,20,196.42,Cash,28,Standard
INV11020,1928,228,Sports,Spain,2024-02-10,2,45.92,0,91.84,Card,30,Gold
INV11021,1609,276,Home,France,2024-05-28,3,19.12,5,54.49,Bank Transfer,18,Gold
INV11022,1104,258,Sports,UK,2024-07-30,3,68.41,5,194.97,PayPal,48,Gold
INV11023,1098,374,Home,UK,2024-04-09,9,28.46,10,230.53,PayPal,50,Standard
INV11024,1510,325,Electronics,UK,2024-11-20,-2,80.85,5,-153.61,PayPal,38,Standard
INV11025,1384,344,Sports,Spain,2024-06-07,0,85.04,10,0.0,Bank Transfer,33,Standard
INV11026,1404,308,Books,UK,2024-01-09,8,2.85,10,20.52,Cash,56,Silver
INV11027,1822,221,Fashion,UK,2024-10-08,-2,53.01,10,-95.42,Cash,40,Gold
INV11028,1517,267,Electronics,Spain,2024-04-14,4,82.68,15,281.11,Cash,27,Platinum
INV11029,1475,268,Electronics,Germany,2024-03-27,5,64.74,15,275.14,Cash,65,Silver
INV11030,1976,364,Fashion,Germany,2024-03-12,2,43.51,5,82.67,Cash,50,Silver
INV11031,1708,248,Books,Germany,2024-06-22,3,95.92,10,258.98,Card,39,Platinum
INV11032,1862,340,Home,Spain,2024-09-15,2,12.02,15,20.43,PayPal,58,Gold
INV11033,1644,361,Fashion,Spain,2024-03-29,0,64.37,15,0.0,PayPal,23,Platinum
INV11034,1869,308,Fashion,France,2024-06-14,9,27.44,10,222.26,Bank Transfer,64,Standard
INV11035,1770,285,Home,France,2024-05-22,0,81.28,10,0.0,Card,53,Gold
INV11036,1436,252,Books,Spain,2024-04-10,8,61.22,10,440.78,Cash,64,Silver
INV11037,1022,322,Electronics,France,2024-04-29,1,27.97,0,27.97,Cash,27,Standard
INV11038,1996,286,Sports,France,2024-05-19,2,92.87,0,185.74,Cash,33,Standard
INV11039,1564,378,Fashion,Spain,2024-02-13,2,21.3,10,38.34,Card,30,Silver
INV11040,1676,330,Sports,Spain,2024-05-23,-1,38.4,20,-30.72,Bank Transfer,68,Platinum
INV11041,1713,241,Home,France,2024-10-01,7,88.28,10,556.16,Card,37,Standard
INV11042,1457,297,Fashion,Germany,2024-06-14,8,90.08,10,648.58,Bank Transfer,21,Standard
INV11043,1082,359,Sports,France,2024-09-22,4,26.72,10,96.19,PayPal,37,Gold
INV11044,1144,308,Fashion,Germany,2024-06-04,1,55.5,10,49.95,Bank Transfer,39,Gold
INV11045,1084,250,Sports,UK,2024-11-28,-2,54.31,20,-86.9,PayPal,46,Silver
INV11046,1077,284,Fashion,Spain,2024-09-16,8,19.27,0,154.16,Bank Transfer,33,Silver
INV11047,1456,373,Fashion,UK,2024-10-26,3,10.52,20,25.25,PayPal,60,Silver
INV11048,1877,326,Fashion,Germany,2024-06-04,7,66.51,15,395.73,PayPal,64,Platinum
INV11049,1000,220,Home,Germany,2024-08-23,7,2.58,5,17.16,Cash,60,Standard
INV11050,1050,243,Electronics,Spain,2024-08-20,5,48.17,10,216.76,Bank Transfer,40,Silver
INV11051,1684,338,Electronics,France,2024-04-17,7,63.5,0,444.5,Cash,47,Gold
INV11052,1716,302,Books,France,2024-12-29,2,90.79,10,163.42,PayPal,47,Standard
INV11053,1771,267,Home,France,2024-02-02,9,72.29,20,520.49,Cash,60,Silver
INV11054,1445,328,Electronics,Spain,2024-12-02,9,69.77,20,502.34,Card,20,Standard
INV11055,1448,291,Electronics,France,2024-07-22,5,75.86,15,322.41,Cash,41,Standard
INV11056,1880,390,Electronics,Spain,2024-05-31,9,72.99,0,656.91,Bank Transfer,66,Standard
INV11057,1487,223,Books,Germany,2024-07-18,5,66.42,10,298.89,Cash,54,Silver
INV11058,1799,324,Electronics,Germany,2024-03-18,7,26.7,15,158.86,Card,30,Standard
INV11059,1033,340,Books,UK,2024-04-20,9,45.9,10,371.79,Cash,59,Standard
INV11060,1347,310,Books,Germany,2024-11-15,9,17.71,5,151.42,PayPal,49,Standard
INV11061,1094,297,Books,Germany,2024-09-05,6,16.66,10,89.96,PayPal,54,Gold
INV11062,1071,338,Electronics,France,2024-10-10,0,61.75,20,0.0,PayPal,29,Silver
INV11063,1550,378,Sports,France,2024-04-29,8,37.4,10,269.28,Bank Transfer,25,Platinum
INV11064,1153,216,Sports,Germany,2024-08-22,6,42.93,20,206.06,Cash,41,Gold
INV11065,1249,298,Books,UK,2024-02-15,3,8.87,20,21.29,PayPal,61,Standard
INV11066,1673,281,Home,France,2024-12-07,6,18.67,20,89.62,Cash,33,Standard
INV11067,1437,303,Fashion,UK,2024-03-13,9,54.45,20,392.04,Card,49,Platinum
INV11068,1117,351,Sports,Spain,2024-01-26,5,77.62,5,368.7,Card,51,Platinum
INV11069,1770,218,Books,France,2024-11-04,2,66.57,10,119.83,Bank Transfer,52,Gold
INV11070,1890,364,Electronics,Spain,2024-12-23,0,67.48,20,0.0,Cash,49,Standard
INV11071,1305,284,Sports,Spain,2024-04-29,7,72.23,15,429.77,Card,67,Platinum
INV11072,1267,207,Electronics,France,2024-04-02,-1,51.03,5,-48.48,Bank Transfer,34,Gold
INV11073,1960,227,Fashion,France,2024-04-19,0,50.28,15,0.0,Bank Transfer,19,Platinum
INV11074,1053,204,Electronics,Spain,2024-02-03,5,84.45,20,337.8,PayPal,43,Standard
INV11075,1235,344,Sports,UK,2024-02-02,9,67.33,10,545.37,Card,61,Standard
INV11076,1388,300,Home,Germany,2024-01-24,9,10.47,15,80.1,Cash,34,Standard
INV11077,1989,363,Home,Spain,2024-02-14,3,31.55,5,89.92,Card,55,Standard
INV11078,1733,317,Home,Spain,2024-07-02,3,84.51,20,202.82,Card,66,Silver
INV11079,1762,346,Books,Germany,2024-11-28,8,2.81,5,21.36,Cash,19,Silver
INV11080,1824,263,Electronics,UK,2024-04-25,2,80.23,20,128.37,Cash,25,Silver
INV11081,1400,290,Electronics,France,2024-04-09,-1,56.86,20,-45.49,PayPal,63,Gold
INV11082,1623,316,Fashion,France,2024-04-30,-1,20.17,5,-19.16,Bank Transfer,23,Gold
INV11083,1766,297,Books,Germany,2024-05-24,2,8.01,0,16.02,Cash,26,Platinum
INV11084,1302,210,Home,Germany,2024-08-07,6,92.19,20,442.51,Cash,18,Platinum
INV11085,1918,253,Fashion,France,2024-08-19,6,46.51,10,251.15,Card,22,Gold
INV11086,1206,372,Books,Germany,2024-11-23,3,82.77,10,223.48,Cash,56,Platinum
INV11087,1228,246,Fashion,Germany,2024-11-28,0,46.3,20,0.0,Cash,26,Gold
INV11088,1852,339,Home,France,2024-02-28,9,67.81,20,488.23,Card,31,Silver
INV11089,1909,348,Books,France,2024-04-22,8,11.3,5,85.88,Card,44,Gold
INV11090,1577,338,Sports,France,2024-08-17,7,93.96,0,657.72,Card,26,Gold
INV11091,1074,204,Sports,France,2024-04-04,3,70.42,15,179.57,PayPal,53,Platinum
INV11092,1434,383,Electronics,Germany,2024-12-26,5,50.4,15,214.2,Bank Transfer,46,Platinum
INV11093,1102,219,Sports,UK,2024-05-20,5,58.7,20,234.8,Cash,37,Gold
INV11094,1421,368,Home,Spain,2024-03-18,8,4.01,5,30.48,Card,32,Standard
INV11095,1703,245,Fashion,France,2024-11-06,5,12.94,5,61.46,Card,53,Platinum
INV11096,1763,211,Electronics,UK,2024-03-01,5,4.73,5,22.47,Bank Transfer,20,Gold
INV11097,1737,269,Sports,Spain,2024-03-29,9,45.49,10,368.47,PayPal,40,Platinum
INV11098,1805,216,Home,UK,2024-09-06,8,62.29,0,498.32,Cash,63,Standard
INV11099,1305,314,Sports,Germany,2024-05-20,4,60.06,0,240.24,PayPal,26,Platinum
INV11100,1097,346,Sports,Spain,2024-09-20,1,73.26,5,69.6,PayPal,47,Gold
INV11101,1849,353,Sports,Germany,2024-08-15,5,40.15,5,190.71,PayPal,36,Gold
INV11102,1797,247,Home,France,2024-05-12,9,13.23,20,95.26,Card,55,Standard
INV11103,1334,307,Books,Germany,2024-10-06,9,56.57,0,509.13,Bank Transfer,20,Gold
INV11104,1858,251,Books,Spain,2024-08-13,-1,57.35,20,-45.88,Bank Transfer,67,Standard
INV11105,1434,295,Fashion,Germany,2024-09-08,7,57.07,5,379.52,Bank Transfer,65,Gold
INV11106,1446,269,Books,UK,2024-03-29,8,46.15,5,350.74,PayPal,20,Gold
INV11107,1993,382,Electronics,Spain,2024-08-08,-2,60.01,10,-108.02,Cash,51,Platinum
INV11108,1307,301,Sports,UK,2024-04-09,-2,40.61,20,-64.98,PayPal,19,Platinum
INV11109,1248,274,Books,Germany,2024-07-19,9,72.6,15,555.39,Bank Transfer,44,Standard
INV11110,1165,360,Home,Germany,2024-09-12,6,77.82,5,443.57,Card,40,Platinum
INV11111,1480,389,Sports,Spain,2024-11-01,9,70.26,10,569.11,PayPal,59,Silver
INV11112,1983,350,Books,Germany,2024-03-04,2,59.59,0,119.18,Card,49,Standard
INV11113,1334,342,Books,UK,2024-04-18,1,48.7,15,41.4,Bank Transfer,64,Silver
INV11114,1541,354,Fashion,Spain,2024-03-19,-2,38.64,15,-65.69,PayPal,52,Standard
INV11115,1758,391,Fashion,France,2024-01-17,9,73.04,0,657.36,Card,57,Silver
INV11116,1105,378,Home,UK,2024-08-02,-2,41.43,0,-82.86,PayPal,35,Platinum
INV11117,1562,380,Electronics,Germany,2024-09-25,-2,30.09,0,-60.18,Bank Transfer,44,Platinum
INV11118,1080,281,Home,Germany,2024-05-17,8,77.51,0,620.08,Cash,28,Gold
INV11119,1132,291,Sports,Spain,2024-02-11,0,79.89,15,0.0,Bank Transfer,56,Silver
INV11120,1796,378,Books,Germany,2024-06-26,8,39.43,15,268.12,Cash,36,Gold
INV11121,1899,374,Electronics,UK,2024-01-20,1,71.6,10,64.44,Cash,42,Standard
INV11122,1137,203,Books,Spain,2024-01-10,7,72.52,0,507.64,Bank Transfer,24,Silver
INV11123,1183,334,Fashion,France,2024-06-20,-2,16.24,20,-25.98,Card,48,Gold
INV11124,1400,308,Books,France,2024-12-21,6,4.94,5,28.16,PayPal,19,Standard
INV11125,1329,362,Home,France,2024-02-23,7,52.64,5,350.06,PayPal,55,Silver
INV11126,1784,247,Books,France,2024-12-17,5,58.4,0,292.0,PayPal,22,Gold
INV11127,1507,272,Books,Spain,2024-07-10,3,71.69,10,193.56,Cash,31,Silver
INV11128,1851,271,Books,Spain,2024-10-29,9,74.23,5,634.67,Cash,35,Silver
INV11129,1983,315,Electronics,Germany,2024-06-13,8,14.92,5,113.39,Bank Transfer,53,Gold
INV11130,1068,372,Sports,Germany,2024-07-25,8,52.68,5,400.37,Card,21,Platinum
INV11131,1545,280,Fashion,Germany,2024-07-11,-2,22.04,20,-35.26,Bank Transfer,41,Platinum
INV11132,1773,280,Books,France,2024-01-05,7,73.89,0,517.23,Bank Transfer,30,Gold
INV11133,1052,312,Sports,France,2024-10-03,9,24.14,20,173.81,Card,38,Standard
INV11134,1449,295,Electronics,Spain,2024-07-06,3,60.94,20,146.26,Cash,50,Gold
INV11135,1204,271,Fashion,Spain,2024-03-10,6,10.45,15,53.29,Bank Transfer,37,Gold
INV11136,1125,346,Fashion,Spain,2024-12-30,9,17.49,5,149.54,Bank Transfer,22,Silver
INV11137,1746,262,Books,Spain,2024-09-03,-2,44.41,0,-88.82,Cash,41,Platinum
INV11138,1042,237,Electronics,Germany,2024-10-30,-1,53.72,10,-48.35,PayPal,52,Platinum
INV11139,1751,266,Home,Spain,2024-02-24,5,61.08,10,274.86,Card,47,Platinum
INV11140,1970,386,Electronics,Germany,2024-06-08,9,26.56,20,191.23,Card,45,Platinum
INV11141,1882,268,Fashion,Spain,2024-12-11,-2,89.51,10,-161.12,PayPal,68,Gold
INV11142,1110,212,Electronics,Spain,2024-05-12,5,94.03,0,470.15,Card,62,Silver
INV11143,1760,374,Fashion,France,2024-04-06,9,53.04,15,405.76,PayPal,24,Platinum
INV11144,1662,388,Books,Germany,2024-12-25,8,66.78,5,507.53,Bank Transfer,59,Platinum
INV11145,1182,230,Books,France,2024-01-21,9,54.32,5,464.44,Card,52,Silver
INV11146,1847,313,Books,UK,2024-09-14,5,64.03,0,320.15,Card,47,Gold
INV11147,1094,221,Sports,France,2024-02-11,-1,78.88,5,-74.94,Bank Transfer,51,Gold
INV11148,1970,292,Sports,Germany,2024-05-04,1,50.62,20,40.5,Cash,56,Gold
INV11149,1373,370,Electronics,Spain,2024-10-19,7,22.63,0,158.41,Cash,26,Platinum
INV11150,1911,266,Home,France,2024-02-09,-1,91.08,5,-86.53,Bank Transfer,29,Platinum
INV11151,1519,253,Fashion,UK,2024-04-16,-2,96.08,20,-153.73,Card,46,Platinum
INV11152,1899,337,Sports,Germany,2024-01-24,5,28.55,20,114.2,Card,27,Gold
INV11153,1359,241,Books,Spain,2024-01-03,9,77.52,0,697.68,Card,44,Platinum
INV11154,1899,263,Books,Spain,2024-01-03,2,24.72,10,44.5,PayPal,36,Standard
INV11155,1695,325,Fashion,UK,2024-02-03,-2,20.77,0,-41.54,Cash,30,Silver
INV11156,1280,220,Books,UK,2024-11-28,6,72.65,10,392.31,Card,59,Standard
INV11157,1194,393,Sports,Germany,2024-06-28,-2,81.79,15,-139.04,Cash,54,Standard
INV11158,1863,368,Sports,France,2024-06-24,7,81.36,10,512.57,Cash,49,Platinum
INV11159,1194,351,Sports,France,2024-04-21,0,51.55,5,0.0,Card,32,Silver
INV11160,1666,234,Home,France,2024-03-26,0,41.63,5,0.0,Bank Transfer,38,Standard
INV11161,1092,383,Fashion,UK,2024-12-20,0,38.79,20,0.0,Bank Transfer,20,Gold
INV11162,1671,229,Home,France,2024-06-16,0,4.3,10,0.0,Cash,25,Gold
INV11163,1945,256,Home,Spain,2024-02-02,3,14.49,5,41.3,PayPal,23,Gold
INV11164,1060,246,Home,Germany,2024-09-24,5,82.63,10,371.84,Cash,46,Gold
INV11165,1633,362,Home,UK,2024-12-27,8,89.25,15,606.9,Cash,36,Silver
INV11166,1050,218,Home,France,2024-04-16,0,14.01,15,0.0,Bank Transfer,34,Gold
INV11167,1402,313,Sports,Germany,2024-10-03,5,3.85,10,17.32,Card,27,Silver
INV11168,1788,207,Home,Germany,2024-08-01,9,34.8,20,250.56,Card,50,Silver
INV11169,1004,225,Sports,UK,2024-04-19,9,50.27,5,429.81,PayPal,30,Silver
INV11170,1465,312,Home,Spain,2024-11-11,2,21.54,0,43.08,Bank Transfer,44,Silver
INV11171,1603,270,Books,Germany,2024-01-30,9,72.26,15,552.79,Bank Transfer,59,Platinum
INV11172,1681,229,Home,UK,2024-12-25,0,76.23,10,0.0,Cash,29,Standard
INV11173,1828,334,Home,Germany,2024-09-22,3,26.97,20,64.73,Bank Transfer,19,Platinum
INV11174,1533,266,Home,Spain,2024-05-12,5,81.45,10,366.52,Cash,27,Standard
INV11175,1404,264,Fashion,Spain,2024-03-09,2,16.31,5,30.99,PayPal,38,Platinum
INV11176,1837,235,Electronics,Spain,2024-02-17,4,67.04,20,214.53,Bank Transfer,40,Gold
INV11177,1512,224,Books,Spain,2024-02-07,5,29.23,15,124.23,Bank Transfer,18,Silver
INV11178,1644,236,Fashion,UK,2024-02-05,2,72.71,0,145.42,Cash,50,Gold
INV11179,1232,200,Sports,France,2024-08-24,1,82.39,5,78.27,Bank Transfer,69,Gold
INV11180,1523,342,Books,UK,2024-11-21,-1,58.22,0,-58.22,Card,43,Gold
INV11181,1345,236,Sports,UK,2024-02-05,3,55.03,15,140.33,PayPal,32,Platinum
INV11182,1045,340,Home,Spain,2024-09-04,-2,50.52,10,-90.94,Card,39,Gold
INV11183,1545,335,Fashion,Spain,2024-10-04,2,19.59,5,37.22,Cash,42,Silver
INV11184,1944,332,Books,France,2024-04-05,-2,40.93,15,-69.58,Cash,18,Silver
INV11185,1077,387,Sports,Spain,2024-06-29,8,56.39,5,428.56,Cash,43,Standard
INV11186,1729,327,Home,UK,2024-01-27,8,80.89,0,647.12,PayPal,38,Platinum
INV11187,1812,326,Books,France,2024-08-06,1,22.55,5,21.42,Bank Transfer,58,Silver
INV11188,1922,200,Fashion,France,2024-07-25,3,94.35,10,254.74,Card,41,Silver
INV11189,1072,363,Electronics,UK,2024-08-08,-2,45.24,20,-72.38,Bank Transfer,56,Platinum
INV11190,1793,234,Home,Spain,2024-02-25,9,97.65,5,834.91,Cash,33,Gold
INV11191,1248,393,Fashion,Spain,2024-06-19,8,84.66,10,609.55,Bank Transfer,49,Silver
INV11192,1046,390,Electronics,UK,2024-09-02,8,75.74,0,605.92,PayPal,33,Gold
INV11193,1120,303,Electronics,France,2024-06-04,0,13.01,5,0.0,Cash,30,Silver
INV11194,1213,222,Home,Spain,2024-05-29,2,79.24,15,134.71,Bank Transfer,59,Standard
INV11195,1238,208,Home,Germany,2024-07-29,5,74.03,5,351.64,Card,49,Gold
INV11196,1055,233,Sports,Germany,2024-03-06,6,43.09,15,219.76,Cash,67,Silver
INV11197,1349,373,Fashion,Germany,2024-04-13,2,79.55,15,135.23,Cash,58,Platinum
INV11198,1106,327,Sports,Germany,2024-04-19,9,9.4,5,80.37,PayPal,61,Platinum
INV11199,1830,203,Electronics,Germany,2024-06-03,8,87.88,15,597.58,PayPal,41,Platinum
INV11200,1047,357,Fashion,Germany,2024-01-07,6,58.65,0,351.9,Card,30,Silver
INV11201,1572,301,Fashion,France,2024-07-31,5,81.65,20,326.6,Bank Transfer,28,Gold
INV11202,1336,274,Home,Spain,2024-08-01,2,58.84,0,117.68,Bank Transfer,32,Standard
INV11203,1025,298,Electronics,Spain,2024-03-28,4,2.79,10,10.04,Cash,27,Standard
INV11204,1803,271,Home,Germany,2024-09-15,4,4.21,5,16.0,Cash,59,Silver
INV11205,1256,202,Electronics,France,2024-12-15,9,3.08,5,26.33,Bank Transfer,58,Silver
INV11206,1007,341,Sports,UK,2024-11-05,-2,54.41,20,-87.06,Bank Transfer,20,Silver
INV11207,1624,387,Fashion,Germany,2024-01-29,6,7.16,0,42.96,Bank Transfer,33,Gold
INV11208,1866,372,Books,Spain,2024-02-01,0,77.47,20,0.0,Cash,61,Platinum
INV11209,1252,233,Books,Spain,2024-02-28,-2,98.45,0,-196.9,PayPal,34,Gold
INV11210,1691,244,Sports,France,2024-07-28,2,84.73,5,160.99,PayPal,42,Gold
INV11211,1718,260,Electronics,Germany,2024-02-23,9,20.51,0,184.59,Card,47,Silver
INV11212,1302,282,Sports,Spain,2024-09-08,-2,27.78,20,-44.45,Bank Transfer,64,Standard
INV11213,1638,322,Sports,UK,2024-10-29,3,16.57,5,47.22,Bank Transfer,52,Gold
INV11214,1055,301,Fashion,UK,2024-01-14,9,97.12,5,830.38,Bank Transfer,54,Standard
INV11215,1725,215,Sports,UK,2024-02-29,1,79.68,10,71.71,Card,30,Silver
INV11216,1525,265,Home,UK,2024-10-15,7,39.26,20,219.86,Bank Transfer,41,Gold
INV11217,1473,367,Sports,UK,2024-05-11,-1,69.0,20,-55.2,PayPal,55,Platinum
INV11218,1027,344,Electronics,France,2024-04-24,1,46.85,0,46.85,Bank Transfer,43,Platinum
INV11219,1982,318,Books,Spain,2024-10-30,1,29.67,20,23.74,Card,26,Gold
INV11220,1077,361,Books,Spain,2024-09-19,-2,22.28,10,-40.1,Cash,36,Platinum
INV11221,1215,323,Books,France,2024-06-23,0,9.63,5,0.0,Cash,45,Gold
INV11222,1385,343,Electronics,UK,2024-10-30,0,30.54,5,0.0,PayPal,24,Platinum
INV11223,1364,301,Sports,Spain,2024-11-04,0,12.42,0,0.0,PayPal,62,Silver
INV11224,1665,387,Books,UK,2024-01-06,5,64.49,15,274.08,PayPal,39,Platinum
INV11225,1525,265,Electronics,Germany,2024-12-23,9,65.41,20,470.95,Cash,47,Platinum
INV11226,1698,393,Books,Germany,2024-03-22,-1,9.26,20,-7.41,Bank Transfer,54,Silver
INV11227,1311,212,Electronics,UK,2024-10-20,3,56.57,15,144.25,Card,33,Silver
INV11228,1882,383,Home,UK,2024-10-26,4,4.49,0,17.96,Card,53,Platinum
INV11229,1006,310,Electronics,UK,2024-03-24,8,54.17,5,411.69,Bank Transfer,22,Standard
INV11230,1002,358,Electronics,France,2024-04-25,7,64.95,5,431.92,Cash,46,Standard
INV11231,1622,233,Books,France,2024-12-13,7,50.08,10,315.5,Cash,69,Gold
INV11232,1918,238,Books,UK,2024-02-26,9,97.94,5,837.39,Card,68,Platinum
INV11233,1749,394,Books,UK,2024-02-04,-1,9.67,15,-8.22,PayPal,40,Gold
INV11234,1362,335,Home,UK,2024-03-18,8,43.0,10,309.6,PayPal,23,Silver
INV11235,1750,319,Books,Germany,2024-06-12,6,5.31,10,28.67,Card,53,Platinum
INV11236,1507,325,Fashion,Spain,2024-07-09,4,36.1,15,122.74,Card,50,Silver
INV11237,1273,254,Fashion,Spain,2024-10-22,2,16.27,5,30.91,Bank Transfer,66,Platinum
INV11238,1505,226,Home,France,2024-10-12,0,13.34,10,0.0,Bank Transfer,58,Platinum
INV11239,1805,317,Fashion,Spain,2024-04-03,-1,26.35,0,-26.35,Bank Transfer,33,Silver
INV11240,1738,252,Fashion,Germany,2024-07-30,7,70.31,20,393.74,Bank Transfer,51,Platinum
INV11241,1882,238,Books,France,2024-03-31,5,59.05,15,250.96,Bank Transfer,60,Platinum
INV11242,1014,264,Fashion,Spain,2024-06-16,9,3.05,5,26.08,Bank Transfer,43,Gold
INV11243,1191,344,Electronics,Germany,2024-02-24,-2,82.82,5,-157.36,PayPal,54,Silver
INV11244,1984,357,Fashion,France,2024-07-27,-1,22.23,15,-18.9,Card,30,Standard
INV11245,1630,380,Home,UK,2024-06-19,7,17.35,20,97.16,Cash,69,Standard
INV11246,1484,212,Sports,Spain,2024-01-27,2,17.03,5,32.36,Bank Transfer,34,Platinum
INV11247,1027,220,Fashion,France,2024-06-16,3,46.59,20,111.82,PayPal,49,Gold
INV11248,1713,346,Books,Germany,2024-10-12,3,74.42,0,223.26,Card,49,Platinum
INV11249,1038,252,Home,UK,2024-03-16,7,8.31,5,55.26,Card,45,Gold
INV11250,1952,218,Fashion,Germany,2024-03-01,6,52.96,20,254.21,Card,46,Platinum
INV11251,1272,256,Sports,Germany,2024-02-21,6,77.85,5,443.74,Bank Transfer,42,Standard
